DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2018-0352-IDN,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,GLIDE:EQ-2018-000122,,IDN,Indonesia,South-eastern Asia,Asia,"Dongalla, Sigi (dongalla), Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl., Central Sulawesi)",,Liquefaction|Tsunami/Tidal wave,Yes,Yes,Yes,,7.5,Moment Magnitude,-0.256,119.846,,2018,9,28,2018,9,28,4140,,2000000,,2000000,1600000,1941496,,,1450000,1759481,82.41066796,"[{""adm2_code"":73671,""adm2_name"":""Donggala""},{""adm2_code"":73741,""adm2_name"":""Kota Palu""},{""adm2_code"":73821,""adm2_name"":""Parigimoutong""},{""adm2_code"":73830,""adm2_name"":""Poso""},{""adm2_code"":73785,""adm2_name"":""Mamuju Utara""}]",2018-10-02,2023-09-25
2018-0360-HTI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,HTI,Haiti,Latin America and the Caribbean,Americas,"Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor",,,No,No,No,,5.9,Moment Magnitude,20.034,-73.013,,2018,10,6,2018,10,6,17,421,38915,,39336,,,,,,,82.41066796,"[{""adm2_code"":17167,""adm2_name"":""Gros Morne""},{""adm2_code"":17185,""adm2_name"":""Port De Paix""},{""adm2_code"":17186,""adm2_name"":""Saint Louis Du Nord""}]",2018-10-08,2023-09-25
2018-0426-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2018-000415,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Sarpol-e Zahab (Kermanshah province),,,No,No,No,,6.3,Moment Magnitude,34.304,45.74,,2018,11,25,2018,11,25,,716,,,716,,,,,10000,12134,82.41066796,"[{""adm2_code"":41087,""adm2_name"":""Sar-e pol-e zahab""}]",2018-11-26,2024-09-20
2019-0023-CHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHL,Chile,Latin America and the Caribbean,Americas,Coquimbo,,,No,No,No,,6.7,Moment Magnitude,-30.074,-71.423,,2019,1,19,2019,1,19,2,,780,,780,,,,,,,83.90417006,"[{""adm1_code"":888,""adm1_name"":""Coquimbo""}]",2019-01-25,2023-09-25
2019-0085-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,West Sumatra province,,,No,No,No,,5.4,Moment Magnitude,-1.301,101.601,,2019,2,28,2019,2,28,,48,1715,,1763,,,,,,,83.90417006,"[{""adm1_code"":1535,""adm1_name"":""Sumatera Barat""}]",2019-03-06,2023-09-25
2019-0096-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Sichuan Province,,,No,No,No,,4.9,Moment Magnitude,29.498,104.632,,2019,2,25,2019,2,25,2,12,32733,27,32772,,,,,2000,2384,83.90417006,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2019-03-08,2023-09-25
2019-0109-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,No,No,No,,5.8,Moment Magnitude,-8.418,116.52,,2019,3,17,2019,3,17,9,45,1250,,1295,,,,,,,83.90417006,"[{""adm2_code"":18145,""adm2_name"":""Lombok Barat""},{""adm2_code"":18146,""adm2_name"":""Lombok Tengah""},{""adm2_code"":18147,""adm2_name"":""Lombok Timur""},{""adm2_code"":73736,""adm2_name"":""Kota Mataram""}]",2019-03-18,2023-09-25
2019-0162-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000036,,PHL,Philippines,South-eastern Asia,Asia,Castillejos (Zambales),,,No,No,No,,6.1,Moment Magnitude,14.99,120.35,,2019,4,22,2019,4,22,25,282,15273,,15555,,,,,50000,59592,83.90417006,"[{""adm2_code"":24225,""adm2_name"":""Zambales""}]",2019-04-23,2023-09-25
2019-0232-ALB,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ALB,Albania,Southern Europe,Europe,Korçë county,,,No,No,No,,5.2,Moment Magnitude,40.501,20.722,,2019,6,1,2019,6,1,,4,300,,304,,,,,,,83.90417006,"[{""adm1_code"":318,""adm1_name"":""Korce""}]",2019-06-17,2023-09-25
2019-0233-SLV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,SLV,El Salvador,Latin America and the Caribbean,Americas,San Martín municipality (San Salvador Department),,"Slide (land, mud, snow, rock)",No,No,No,,6.6,Moment Magnitude,13.243,-89.272,,2019,5,30,2019,5,30,1,,160,,160,,,,,,,83.90417006,"[{""adm2_code"":15757,""adm2_name"":""San Martin""}]",2019-06-17,2023-09-25
2019-0243-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Amazon basin region,,,No,No,No,,8,Moment Magnitude,-5.812,-75.27,,2019,5,26,2019,5,26,,15,,,15,,,,,,,83.90417006,"[{""adm1_code"":1149,""adm1_name"":""Morona Santiago""},{""adm1_code"":1151,""adm1_name"":""Orellana""},{""adm1_code"":1152,""adm1_name"":""Pastaza""},{""adm1_code"":1154,""adm1_name"":""Sucumbios""}]",2019-06-18,2023-09-25
2019-0243-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Libertad, Loreto, Cajamarca, San Martín departments",,,No,No,Yes,,8,Moment Magnitude,-5.812,-75.27,,2019,5,26,2019,5,26,2,15,4257,,4272,,,,,,,83.90417006,"[{""adm1_code"":2333,""adm1_name"":""Cajamarca""},{""adm1_code"":2340,""adm1_name"":""La Libertad""},{""adm1_code"":2343,""adm1_name"":""Loreto""},{""adm1_code"":2349,""adm1_name"":""San Martín""}]",2019-06-18,2023-09-25
2019-0259-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Yibin (Sichuan province),,,No,No,No,,5.8,Moment Magnitude,28.405,104.957,,2019,6,17,2019,6,17,13,220,244000,,244220,,,,,1300000,1549387,83.90417006,"[{""adm2_code"":13266,""adm2_name"":""Yibin""}]",2019-06-18,2023-09-25
2019-0271-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PNG,Papua New Guinea,Melanesia,Oceania,"New Ireland, New Britain, Duke of York Islands",,,No,No,No,,7.6,Moment Magnitude,-4.051,152.6,,2019,5,14,2019,5,14,,1,650,,651,,,,,,,83.90417006,"[{""adm1_code"":2292,""adm1_name"":""East New Britain""},{""adm1_code"":2302,""adm1_name"":""New Ireland""},{""adm1_code"":2306,""adm1_name"":""West New Britain""}]",2019-06-20,2023-09-25
2019-0299-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Masjed Soleyman City (Khuzestan Province),,,No,No,No,,5.7,Moment Magnitude,31.775,49.542,,2019,7,8,2019,7,8,1,100,,2000,2100,,,,,,,83.90417006,"[{""adm2_code"":41032,""adm2_name"":""Masjed-e soleiman""}]",2019-07-09,2023-09-25
2019-0306-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,Ridgecrest (Califronia),,,No,No,Yes,,7.1,Moment Magnitude,35.77,-117.599,,2019,7,5,2019,7,5,,,150,,150,,,50000,59592,200000,238367,83.90417006,"[{""adm2_code"":28879,""adm2_name"":""Kern""}]",2019-07-09,2023-09-25
2019-0322-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",,"Slide (land, mud, snow, rock)",No,No,No,,6.4,Moment Magnitude,38.637,139.48,,2019,6,18,2019,6,18,,28,432,,460,,,,,,,83.90417006,"[{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1695,""adm1_name"":""Yamagata""}]",2019-07-12,2023-09-25
2019-0334-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,North Maluku Province,,Tsunami/Tidal wave,No,No,Yes,,7.2,Moment Magnitude,-0.586,128.034,,2019,7,14,2019,7,14,8,134,5790,5880,11804,,,,,,,83.90417006,"[{""adm1_code"":73616,""adm1_name"":""Maluku Utara""}]",2019-07-15,2023-09-25
2019-0356-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)",,,No,No,No,,5.5,Moment Magnitude,9.32,125.99,,2019,7,13,2019,7,13,,52,9525,,9577,,,,,,,83.90417006,"[{""adm2_code"":24278,""adm2_name"":""Surigao Del Sur""}]",2019-07-22,2023-09-25
2019-0362-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000086,,PHL,Philippines,South-eastern Asia,Asia,Itbayat Island (Batanes Province),,,No,No,No,,6,Moment Magnitude,20.807,121.986,,2019,7,27,2019,7,27,9,64,2963,,3027,,,,,5258,6267,83.90417006,"[{""adm2_code"":24215,""adm2_name"":""Batanes""}]",2019-07-29,2023-09-25
2019-0377-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),,,No,No,No,,6.9,Moment Magnitude,-7.282,104.791,104.791,2019,8,2,2019,8,2,6,4,2100,,2104,,,,,,,83.90417006,"[{""adm2_code"":18134,""adm2_name"":""Kota Bandarlampung""},{""adm2_code"":18022,""adm2_name"":""Pandeglang""}]",2019-08-05,2023-09-25
2019-0444-ALB,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ALB,Albania,Southern Europe,Europe,"Durres, Tirana Counties",,,No,No,No,,5.6,Moment Magnitude,41.381,19.454,,2019,9,21,2019,9,21,,108,4500,,4608,,,,,45000,53633,83.90417006,"[{""adm1_code"":310,""adm1_name"":""Durres""},{""adm1_code"":338,""adm1_name"":""Tirane""}]",2019-09-24,2023-09-25
2019-0451-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)",,,No,No,Yes,,6.5,Moment Magnitude,-3.45,128.347,,2019,9,26,2019,9,26,31,179,247239,,247418,,,,,,,83.90417006,"[{""adm1_code"":73615,""adm1_name"":""Maluku""}]",2019-09-30,2023-09-25
2019-0460-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000117,,PAK,Pakistan,Southern Asia,Asia,Mirpur district (Southern Azad Jammu and Kashmir Territory),,,No,No,No,,5.6,Moment Magnitude,33.106,73.766,,2019,9,24,2019,9,24,39,746,129652,,130398,,,,,17000,20261,83.90417006,"[{""adm2_code"":40413,""adm2_name"":""Administrative unit not available""}]",2019-09-30,2023-09-25
2019-0475-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Azuay, Manabi, Morona Sant",,,No,No,No,,7.5,Moment Magnitude,-2.199,-77.023,,2019,2,22,2019,2,22,,9,225,15,249,,,,,,,83.90417006,"[{""adm1_code"":1135,""adm1_name"":""Azuay""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":1149,""adm1_name"":""Morona Santiago""}]",2019-10-04,2023-09-25
2019-0479-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Istanbul,,,No,No,No,,5.7,Moment Magnitude,40.89,28.173,,2019,9,26,2019,9,26,1,34,1419,,1453,,,,,,,83.90417006,"[{""adm1_code"":3056,""adm1_name"":""Istanbul""}]",2019-10-04,2023-09-25
2019-0489-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,North Cotabato Province (Mindanao Island),,,No,No,No,,6.4,Moment Magnitude,6.714,125.009,,2019,10,16,2019,10,16,7,215,3068,,3283,,,,,,,83.90417006,"[{""adm2_code"":24273,""adm2_name"":""North Cotabato""}]",2019-10-22,2023-09-25
2019-0520-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Neijiang (Sichuan Province),,,No,No,No,,5.1,Moment Magnitude,29.573,105.064,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,,,,83.90417006,"[{""adm2_code"":13263,""adm2_name"":""Name Unknown""}]",2019-10-28,2023-09-25
2019-0522-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000129,,PHL,Philippines,South-eastern Asia,Asia,Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island),,,No,No,No,,6.6,Moment Magnitude,6.754,124.985,,2019,10,29,2019,10,29,10,395,25630,,26025,,,,,,,83.90417006,"[{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""}]",2019-10-29,2023-09-25
2019-0529-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000129,,PHL,Philippines,South-eastern Asia,Asia,Cotabato Province,,,No,No,No,,6.5,Moment Magnitude,6.905,125.187,,2019,10,31,2019,10,31,23,417,260286,,260703,,,,,,,83.90417006,"[{""adm2_code"":24273,""adm2_name"":""North Cotabato""}]",2019-11-04,2023-09-25
2019-0551-FRA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,FRA,France,Western Europe,Europe,Auvergne-Rhône-Alpes region,,,No,No,No,,5.3,Moment Magnitude,,,,2019,11,11,2019,11,11,,4,750,,754,,,,,,,83.90417006,"[{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2019-11-19,2023-09-25
2019-0553-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Varnakesh village (Mianeh County); Torkamanchay City (Mianeh County) - East Azerbaijan Province,,,No,No,No,,5.9,Moment Magnitude,37.808,47.558,,2019,11,8,2019,11,8,6,584,22500,,23084,,,,,90000,107265,83.90417006,"[{""adm2_code"":41038,""adm2_name"":""Mianeh""}]",2019-11-19,2023-09-25
2019-0572-ALB,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2019-000157,,ALB,Albania,Southern Europe,Europe,"Durrës, Kruje, Tiranë, Lezhë",,,No,No,No,,6.4,Moment Magnitude,41.511,19.522,,2019,11,26,2019,11,26,51,913,202000,,202913,,,,,700000,834285,83.90417006,"[{""adm1_code"":310,""adm1_name"":""Durres""},{""adm1_code"":319,""adm1_name"":""Kruje""},{""adm1_code"":323,""adm1_name"":""Lezhe""},{""adm1_code"":338,""adm1_name"":""Tirane""}]",2019-11-26,2023-09-25
2019-0619-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Davao del Sur Province (Davao Region, Mindanao Island)",,,No,No,No,,6.8,Moment Magnitude,6.708,125.188,,2019,12,15,2019,12,15,14,210,394355,,394565,,,,,,,83.90417006,"[{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""}]",2019-12-16,2023-09-25
2020-0007-PRI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PRI,Puerto Rico,Latin America and the Caribbean,Americas,"Ponce City, San Juan, Yauco, Guayanilla, Lajas, Guanica",,Tsunami/Tidal wave,No,No,No,,6.4,Moment Magnitude,17.935,-66.883,,2020,1,7,2020,1,7,4,8,4170,900,5078,,,400000,470925,800000,941850,84.93919813,"[{""adm1_code"":2420,""adm1_name"":""Ponce""},{""adm1_code"":2421,""adm1_name"":""San Juan""},{""adm2_code"":40076,""adm2_name"":""Guanica Municipio""},{""adm2_code"":40077,""adm2_name"":""Guayanilla Municipio""},{""adm2_code"":40079,""adm2_name"":""Lajas Municipio""},{""adm2_code"":40084,""adm2_name"":""Yauco Municipio""}]",2020-01-10,2023-09-25
2020-0034-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Sivrice District (Elazig province); Malatya Provinces),,,No,No,No,,6.7,Moment Magnitude,38.39,44.367,39.081,2020,1,24,2020,1,24,41,1607,69000,,70607,,,,,340000,400286,84.93919813,"[{""adm1_code"":3071,""adm1_name"":""Malatya""},{""adm2_code"":27770,""adm2_name"":""Sivrice""}]",2020-01-27,2023-09-25
2020-0073-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Azerbaïdjan-Occidental province,,,No,No,No,,5.8,Moment Magnitude,38.543,44.447,,2020,2,23,2020,2,23,,75,15000,,15075,,,,,,,84.93919813,"[{""adm1_code"":1561,""adm1_name"":""West Azarbayejan""}]",2020-02-28,2023-09-25
2020-0073-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Van City (Baskale district),,,No,No,No,,5.8,Moment Magnitude,38.543,44.447,,2020,2,23,2020,2,23,9,50,,3000,3050,,,,,,,84.93919813,"[{""adm2_code"":28336,""adm2_name"":""Baskale""}]",2020-02-28,2024-04-12
2020-0106-HRV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2020-000040,,HRV,Croatia,Southern Europe,Europe,Zagreb,,,No,No,No,,5.4,Moment Magnitude,45.897,15.966,,2020,3,22,2020,3,22,1,27,60000,18915,78942,9450000,11125605,,,6800000,8005727,84.93919813,"[{""adm1_code"":990,""adm1_name"":""Grad Zagreb""},{""adm1_code"":1008,""adm1_name"":""Zagreb""}]",2020-03-26,2023-09-25
2020-0158-PRI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PRI,Puerto Rico,Latin America and the Caribbean,Americas,"Ponce, Peñuelas, Guayanilla provinces",,"Slide (land, mud, snow, rock)",No,No,No,,5.4,Moment Magnitude,17.937,-66.727,,2020,5,2,2020,5,2,,,150,,150,,,,,150000,176597,84.93919813,"[{""adm1_code"":2420,""adm1_name"":""Ponce""},{""adm2_code"":40077,""adm2_name"":""Guayanilla Municipio""},{""adm2_code"":40081,""adm2_name"":""Penuelas Municipio""}]",2020-05-05,2023-09-25
2020-0225-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island (Bau Island) ",,,No,No,No,,6.4,Moment Magnitude,2.911,128.248,,2020,6,4,2020,6,4,,,1490,70,1560,,,,,,,84.93919813,"[{""adm2_code"":73681,""adm2_name"":""Halmahera Utara""}]",2020-06-08,2024-04-18
2020-0244-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Qiaojia and Ludian (Yunnan province),,,No,No,No,,5.1,Moment Magnitude,27.296,103.281,,2020,5,18,2020,5,18,4,24,3300,,3324,,,,,17000,20014,84.93919813,"[{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",2020-06-11,2023-09-25
2020-0251-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Karl?ova, Yedisu, Adakl? districts (Bingöl); Çat district (Erzurum)",,,No,No,No,,5.9,Moment Magnitude,39.421,40.697,,2020,6,14,2020,6,14,1,35,6600,,6635,,,,,,,84.93919813,"[{""adm2_code"":27620,""adm2_name"":""Adakli""},{""adm2_code"":27622,""adm2_name"":""Karliova""},{""adm2_code"":27627,""adm2_name"":""Yedisu""},{""adm2_code"":27781,""adm2_name"":""Cat""}]",2020-06-15,2023-09-25
2020-0279-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Özalp, Saray, Gürpinar Districts (Van Province) ",,,No,No,No,,5.4,Moment Magnitude,38.558,44.023,,2020,6,25,2020,6,25,,5,273,,278,,,,,,,84.93919813,"[{""adm2_code"":28342,""adm2_name"":""Gurpinar""},{""adm2_code"":28346,""adm2_name"":""Ozalp""},{""adm2_code"":28347,""adm2_name"":""Saray""}]",2020-07-03,2023-09-25
2020-0281-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,South Oaxaca State (Mexico),,,No,No,Yes,,7.4,Moment Magnitude,15.916,-95.953,,2020,6,23,2020,6,23,10,24,24369,,24393,,,,,75000,88298,84.93919813,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""}]",2020-07-03,2023-09-25
2020-0370-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Bicol Region,,,No,No,No,,6.6,Moment Magnitude,12.021,124.123,,2020,8,18,2020,8,18,1,20,4255,705,4980,,,,,2500,2943,84.93919813,"[{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""}]",2020-08-18,2023-09-25
2020-0466-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,GRC,Greece,Southern Europe,Europe,Samos,,,No,No,Yes,,7,Moment Magnitude,37.913,26.779,,2020,10,30,2020,10,30,2,19,900,,919,,,,,,,84.93919813,"[{""adm2_code"":16726,""adm2_name"":""Samou""}]",2020-11-03,2023-09-25
2020-0466-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Izmir Bornova, Bayrakli and Karsiyaka",,,No,No,No,,7,Moment Magnitude,37.913,26.779,,2020,10,30,2020,10,30,115,1034,,5000,6034,,,,,450000,529791,84.93919813,"[{""adm2_code"":27923,""adm2_name"":""Bornova""},{""adm2_code"":27937,""adm2_name"":""Konak""}]",2020-11-03,2023-09-25
2020-0572-HRV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2020-000241,,HRV,Croatia,Southern Europe,Europe,"Sisak, Petrinja, Glina, Hrvatska Kostajnica, Zagreb county, Karlovac county",,,No,No,Yes,,6.4,Moment Magnitude,45.422,16.255,,2020,12,29,2020,12,29,8,36,149371,,149407,,,,,6223400,7326888,84.93919813,"[{""adm1_code"":992,""adm1_name"":""Karlovac""},{""adm1_code"":1001,""adm1_name"":""Sisak-moslavina""},{""adm1_code"":1008,""adm1_name"":""Zagreb""}]",2021-01-04,2023-09-25
2020-0579-DZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2020-000188,,DZA,Algeria,Northern Africa,Africa,Mila province,,,No,No,Yes,,4.9,Moment Magnitude,,,,2020,8,7,2020,8,7,,,15000,,15000,,,,,,,84.93919813,"[{""adm1_code"":368,""adm1_name"":""Mila""}]",2021-01-05,2023-09-25
2021-0002-ARG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ARG,Argentina,Latin America and the Caribbean,Americas,San Juan Province,,,No,No,No,,6.4,Moment Magnitude,-31.818,-68.847,,2021,1,18,2021,1,18,,14,1800,,1814,,,,,,,88.92949348,"[{""adm1_code"":446,""adm1_name"":""San Juan""}]",2021-01-19,2023-09-25
2021-0003-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000003,,IDN,Indonesia,South-eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",,"Slide (land, mud, snow, rock)",No,No,Yes,,6.2,Moment Magnitude,-2.976,118.901,,2021,1,15,2021,1,15,110,826,99827,,100653,,,,,58700,66007,88.92949348,"[{""adm2_code"":18177,""adm2_name"":""Majene""},{""adm2_code"":73786,""adm2_name"":""Mamuju""},{""adm2_code"":73828,""adm2_name"":""Polewalimamasa""}]",2021-01-19,2023-09-25
2021-0095-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000018,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Esfahan, Kohgiluyeh and Boyer-Ahmad provinces",,,No,No,No,,5.6,Moment Magnitude,,,,2021,2,17,2021,2,17,2,63,257661,,257724,,,,,10000,11245,88.92949348,"[{""adm1_code"":1543,""adm1_name"":""Esfahan""},{""adm1_code"":1552,""adm1_name"":""Kohgiluyeh va boyerahma""}]",2021-02-23,2023-09-25
2021-0105-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Namie region,,,No,No,No,,7.1,Moment Magnitude,37.745,141.749,,2021,2,13,2021,2,13,1,185,7647,60,7892,,,2300000,2586319,7700000,8658545,88.92949348,"[{""adm2_code"":33868,""adm2_name"":""Namiemati""}]",2021-02-26,2023-09-25
2021-0134-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,GRC,Greece,Southern Europe,Europe,"Larissa, Elassona (Larisis) , Tyrnavos (Larisis) , Farkadona (Trikalon) (Thessalie)",,,No,No,No,,5.8,Moment Magnitude,39.789,22.119,,2021,3,3,2021,3,3,,11,,2700,2711,,,,,10000,11245,88.92949348,"[{""adm2_code"":16721,""adm2_name"":""Larisis""},{""adm2_code"":16723,""adm2_name"":""Trikalon""}]",2021-03-15,2023-09-25
